,item_id,item_name,developer,user_id,playtime_forever,recommend,sentiment_score,posted_year,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting
28707,203750,Binary Domain,Devil's Details,76561198060787863,9,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464422,294860,Valkyria Chronicles™,SEGA,Mofflang,16,True,2,2013,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451521,6910,Deus Ex: Game of the Year Edition,Ion Storm,76561198061820192,14,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012534,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,u2late,63,True,2,2013,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488147,340,Half-Life 2: Lost Coast,Valve,1122305938,38,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640399,104600,Portal 2 - The Final Hours,Geoff Keighley,practicalmeme,3,True,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062698,297120,Heavy Bullets,Terri Vellmann,spidermanhoodies4sale,35,True,2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240662,202130,Impire,Cyanide Montreal,GMCamulos,93,True,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764529,322500,SUPERHOT,SUPERHOT Team,Pixelqt,43,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906815,239070,Hammerwatch,Crackshell,DjinnieContact,25,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169207,8400,Geometry Wars: Retro Evolved,Bizarre Creations,doctr,18,True,2,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704353,248570,Toribash,Nabi Studios,teerakron,5,True,2,2012,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561200,6910,Deus Ex: Game of the Year Edition,Ion Storm,76561197998189696,36,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153914,22230,Rock of Ages,ACE Team,76561198055968875,44,True,2,2013,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
748538,242760,The Forest,Endnight Games Ltd,76561198041199233,79,True,2,2014,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
829015,310370,The Way of Life Free Edition,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",76561198097700773,7,True,0,2014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,269490,Bardbarian,TreeFortress Games,Nipsey,75,True,2,2015,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141373,311400,OCEAN CITY RACING: Redux,"OCR Dev Team,Onur Uça",sogogamer,64,True,2,2014,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362629,9050,DOOM 3,id Software,Mr_samurai_man,27,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604580,12120,Grand Theft Auto: San Andreas,Rockstar Games,Wharbagarble,52,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261730,4000,Garry's Mod,Facepunch Studios,piedude,8,True,2,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206886,207370,eXceed - Gun Bullet Children,Flat Software,zomgieee,4,True,2,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361788,223710,Cry of Fear,Team Psykskallar,LummusMaximus,27,True,2,2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123393,326460,ShellShock Live,kChamp Games,DarthVegas,96,True,0,2014,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
905685,342980,Destination Sol,MovingBlocks,Blitzboom01,29,True,2,2015,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314991,286320,Oknytt,Nemoria Entertainment,76561198074721767,30,True,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
762099,6880,Just Cause,Avalanche Studios,76561198075676596,32,False,0,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393373,225840,Sven Co-op,Sven Co-op Team,76561198013535175,18,False,2,2014,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472101,12200,Bully: Scholarship Edition,Rockstar New England,ghostlybug22,25,True,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77548,206440,To the Moon,Freebird Games,wagzy,58,True,2,2014,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824679,340,Half-Life 2: Lost Coast,Valve,Hollowfun,60,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381026,221260,Little Inferno,Tomorrow Corporation,halofan360,41,True,2,2015,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
472424,302270,Dungeon Defenders Eternity,Nom Nom Games,idonothack,1,True,2,2013,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212884,63000,HOARD,Big Sandwich Games,Outbackalien,14,True,2,2012,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84065,70000,Dino D-Day,800 North and Digital Ranch,ckdkdo1,1,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648994,274170,Hotline Miami 2: Wrong Number,Dennaton Games,76561198044272190,76,True,2,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148781,17470,Dead Space,EA Redwood Shores,ipexs,1,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975245,352460,Dead Realm,Section Studios,76561198056928371,15,False,2,2014,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903730,242680,Nuclear Throne,Vlambeer,76561198030053959,50,True,2,2015,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260774,244450,Men of War: Assault Squad 2,Digitalmindsoft,platitudinal,15,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561962,102600,Orcs Must Die!,Robot Entertainment,nikpasic,69,True,2,2012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140638,13250,Unreal Gold,"Epic Games, Inc.",wheelsod,41,True,2,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632588,391780,Uebergame,Duion,Rotomaniac,1,True,2,2014,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164648,388080,Borderless Gaming,"AndrewMD5,Codeusa",76561198034465295,39,True,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
321246,285900,Gang Beasts,Boneloaf,stverbal,14,True,2,2015,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
749225,3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,xiege3,1,True,2,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145810,247120,Portal 2 Sixense Perceptual Pack,,Hidden_Hood,5,True,2,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409056,26300,Drug Wars,Paleo Entertainment,DontCareForURL,18,False,2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756720,235800,Audiosurf 2,Dylan Fitterer,JsaKim,60,False,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824043,218640,Lucius,Shiver Games,ConjuredMadness,27,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747643,41000,Serious Sam HD: The First Encounter,Croteam,76561198002610796,29,False,2,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059932,400,Portal,Valve,quedbear1,20,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421398,12830,Operation Flashpoint: Dragon Rising,Codemasters Studios,xmatiias,38,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21849,235900,RPG Maker XP,KADOKAWA,DTSZ,1,True,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1018579,105600,Terraria,Re-Logic,juhurik,53,False,2,2015,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143620,356670,Spooky's Jump Scare Mansion,Lag Studios,datepicbruhdoh,1,True,2,2014,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1140262,221910,The Stanley Parable,Galactic Cafe,Suspicious,26,True,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
654994,353360,how do you Do It?,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",JackPipsam,1,True,2,2011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844357,107200,Space Pirates and Zombies,MinMax Games Ltd.,76561198076770532,87,True,2,2014,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201396,22230,Rock of Ages,ACE Team,silentAggressor,35,True,0,2011,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550139,200010,Quantum Conundrum,Airtight Games,76561198079378923,94,True,2,2014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343307,314830,Blackguards 2,Daedalic Entertainment,76561198011004336,6,True,0,2014,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210349,461010,Roll'd,MGP Studios,Outbackalien,82,True,0,2015,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131232,243040,Startopia,,sazetal,2,False,0,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809086,418070,Turbo Pug,"Space Cat Studios,SnowFlame,Back To Basics Gaming",daarons,10,True,2,2014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909428,384360,Fingered,"Edmund McMillen,James Id",russelmao,98,False,2,2014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850370,235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,ShadowRyze,36,True,0,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,266430,Anarchy Arcade,Elijah Newman-Gomez,diego9031,16,True,2,2013,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422561,12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,komarexpl,49,False,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049007,380600,Fishing Planet,Fishing Planet LLC,Dolphinquack,9,False,0,2014,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1114329,370510,Marble Mayhem: Fragile Ball,"Bimboosoft Co.,Ltd.",_Enlightenment_,91,True,2,2015,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
505280,24740,Burnout Paradise: The Ultimate Box,Criterion Games,48226746,29,True,2,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
512551,311340,METAL GEAR SOLID V: GROUND ZEROES,Kojima Productions,Chellyyyyyy,80,True,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544714,351570,Killing Floor: Uncovered,,beedlybeep,14,True,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408669,259780,Nimble Quest,,DontCareForURL,12,True,2,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610861,109600,Neverwinter,Cryptic Studios,TooLateGamer,3,True,2,2015,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
653274,201790,Orcs Must Die! 2,Robot Entertainment,76561198088583840,73,False,2,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056315,265930,Goat Simulator,Coffee Stain Studios,zimmer500,58,True,2,2015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172327,266510,Hand of Fate,Defiant Development,76561198062993482,33,True,2,2014,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34250,328470,Slave Zero,"Accolade, Inc.",ED13,56,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652542,41300,Altitude,Nimbly Games,matodekris123,7,False,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014803,104900,ORION: Prelude,"Trek Industries, Inc",FromZero2Hero,11,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380772,232770,POSTAL,Running With Scissors,halofan360,34,True,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102052,266010,LYNE,Thomas Bowker,Tekstorm,37,True,2,2014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963556,400,Portal,Valve,paolopascual,1,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69842,238010,Deus Ex: Human Revolution - Director's Cut,"Eidos Montreal,Feral Interactive (Mac)",killjoy149,26,True,0,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512544,225600,Blade Symphony,Puny Human,Chellyyyyyy,79,True,0,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245116,11020,TrackMania Nations Forever,Nadeo,76561198048334813,72,True,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399306,429490,Resilience: Wave Survival,Jimbob Games,phrostb,95,True,2,2014,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543312,376570,WildStar,Carbine Studios,heroash20,56,True,2,2013,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
877228,340,Half-Life 2: Lost Coast,Valve,76561198082699893,38,True,0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888116,347560,Terra Incognita ~ Chapter One: The Descendant,Back To Basics Gaming,76561198074242550,1,True,2,2015,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
416655,445170,The Haunting of Billy,Targon Studios,djnemonic,93,True,2,2015,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721636,349480,Modular Combat,Ascension Entertainment LLC,SpiritOfDeath2,25,True,0,2013,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942977,20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,76561197973688926,50,True,2,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065189,449040,Jesus Christ RPG Trilogy,Wholetone Games,76561198079986661,20,True,2,2014,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053264,200210,Realm of the Mad God,Wild Shadow Studios,WindowsSteam,1,True,2,2014,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
343837,91600,Sanctum,Coffee Stain Studios,76561198048191382,35,False,2,2015,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920738,236850,Europa Universalis IV,Paradox Development Studio,76561198014987915,24,True,2,2013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972353,317360,Double Action: Boogaloo,Double Action Factory,76561198079463900,55,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674810,351640,Eternal Senia,Holy Priest,Sad0Panda,27,True,2,2014,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107625,275100,Shelter 2,Might and Delight,seek83,24,True,2,2014,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887045,427730,Who's Your Daddy,Evil Tortilla Games,baranaka,86,True,2,2015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481015,375510,New kind of adventure,Mint Age Studios,spinefarm,35,True,2,2013,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1063364,34330,Total War: SHOGUN 2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",76561198054811848,32,False,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863781,250400,How to Survive,Eko Software,vclocks,25,True,2,2014,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516508,217140,Rise of the Triad,Interceptor Entertainment,epicbumface,20,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758025,234710,Poker Night 2,Telltale Games,GGguy,1,True,0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196274,295790,Never Alone (Kisima Ingitchuna),"Upper One Games,E-Line Media",76561198091429493,10,True,0,2015,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318887,4920,Natural Selection 2,Unknown Worlds Entertainment,spanks169,18,True,2,2013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297336,383330,Star Chronicles: Delta Quadrant,Alister Software,archangel147,95,True,2,2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532805,205690,1000 Amps,Brandon Brizzi,toliman,15,True,2,2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114168,263020,STARWHAL,Breakfall,autismcentral,87,False,2,2014,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922202,33910,Arma 2,Bohemia Interactive,AeiouLmao,34,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357110,438790,Random Access Murder,Team Murder,TempaDick,4,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66118,265890,Hexcells,Matthew Brown,76561198064484479,2,True,2,2015,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618403,80310,Gemini Rue,Joshua Neurnberger,p100pCeM,40,True,0,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364183,17470,Dead Space,EA Redwood Shores,Kebabsaregood,9,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736630,39120,RIFT,Trion Worlds,Giovannizzo,32,False,0,2015,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297229,204340,Serious Sam 2,Croteam,archangel147,94,True,2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429213,352460,Dead Realm,Section Studios,dekruz,60,True,2,2015,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358764,286100,You Have to Win the Game,Minor Key Games,pancakesss,55,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592603,50300,Spec Ops: The Line,Yager Development,Bob_McBacon,59,True,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
712587,35800,BRAINPIPE: A Plunge to Unhumanity,Digital Eel,fitemeirlfget,2,False,2,2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418149,39900,Coniclysm,ZoopTEK,76561198034392042,14,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219527,27900,Twin Sector,DnS Development,fobbsy,76,True,2,2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564991,248570,Toribash,Nabi Studios,Bongholio,51,True,2,2014,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147038,317360,Double Action: Boogaloo,Double Action Factory,Fishisaurus,66,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765548,269210,Hero Siege,"Elias Viglione,Jussi Kukkonen",76561198037086921,26,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1150539,212680,FTL: Faster Than Light,Subset Games,76561198127261950,36,True,0,2015,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233458,236370,Interstellar Marines,Zero Point Software,76561198044023118,66,True,2,2015,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
922662,250560,Fight The Dragon,3 Sprockets,Brocolie8,25,True,2,2015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206736,375950,Viridi,Ice Water Games,76561198131512468,7,False,0,2015,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484324,228280,Baldur's Gate: Enhanced Edition,Beamdog,gaiyamato,22,True,2,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561372,239030,"Papers, Please",3909,mconceptions,14,True,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
620136,263300,BlazBlue: Calamity Trigger,Arc System Works,76561198069271631,47,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167818,380140,The Secret of Tremendous Corporation,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",76561198045391389,19,True,2,2014,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1149556,337950,The SKIES,Eforb,MegamanFury,25,True,2,2015,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1034980,245550,Free to Play,,76561198088407985,74,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817490,42910,Magicka,Arrowhead Game Studios,buttmutt,26,True,2,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852729,394380,BattleStick,Pinterac,fgtkms,3,True,2,2015,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104751,368730,No Time To Explain Remastered,tinyBuild,TheWhiteMole7777,25,True,2,2014,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
884949,417860,Emily is Away,Kyle Seeley,CapCheeze,66,True,2,2014,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
625169,340,Half-Life 2: Lost Coast,Valve,76561198054804013,22,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484560,267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,Armature Studio,djreap3r,66,True,2,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
794648,262410,World of Guns: Gun Disassembly,Noble Empire Corp.,moruera,34,True,2,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378237,257710,Max Gentlemen,The Men Who Wear Many Hats,76561198061172661,8,True,2,2014,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44424,48000,LIMBO,Playdead,FDAOP,47,True,2,2011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178284,33910,Arma 2,Bohemia Interactive,tacticalinjustice,19,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246698,4920,Natural Selection 2,Unknown Worlds Entertainment,76561198057195405,18,True,2,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768663,264690,Coin Crypt,Dumb and Fat Games,Cybs,31,True,2,2014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518673,243120,Betrayer,Blackpowder Games,Mezlinthedrezzin,94,False,0,2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
797746,299340,Habitat,4gency,Delphaeus,60,True,2,2014,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129423,281370,Real Horror Stories Ultimate Edition,GameORE,M4RC3L0X,5,True,2,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518287,70600,Worms Ultimate Mayhem,Team17 Digital Ltd,Cloud437,43,True,2,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859315,295690,PARTICLE MACE,Andy Wallace,Saephin,11,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
929493,245550,Free to Play,,sexyduck128,96,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191890,365300,Transmissions: Element 120,"Shokunin,Thomas M. Visser,Vincent Thiele",iamgoofball,14,False,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88419,15500,The Wonderful End of the World,"Dejobaan Games, LLC",76561198045884541,4,True,2,2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081598,356130,Heroes of Scene,Icy Donut,imkyle202,37,True,2,2014,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353150,224760,FEZ,Polytron Corporation,xexilex,8,True,0,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
